ACO_ID,ACO_Name,ACO_State,Agree_Type,Agreement_Period_Num,Initial_Start_Date,Current_Start_Date,Current_Track_1,Current_Track_2,Current_Track_3,Current_Track_1_Plus,Current_BASIC_A,Current_BASIC_B,Current_BASIC_C,Current_BASIC_D,Current_BASIC_E,Current_ENHANCED,Risk_Model,Assign_Type,Adv_Pay,AIM,SNF_Waiver,N_AB,Sav_Rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,DisAdj,EarnSaveLoss,DisAffQual,Met_QPS,Report_WI,Report_eCQM,Report_CQM,Report_Inc,QualScore,Recvd30p,PosRegAdj,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,Adv_Pay_Amt,Adv_Pay_Recoup,MaxShareRate,FinalShareRate,RevLossLimit,Rev_Exp_Cat,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_AB_Year_PY,N_AB_Year_ESRD_PY,N_AB_Year_DIS_PY,N_AB_Year_AGED_Dual_PY,N_AB_Year_AGED_NonDual_PY,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,P_SNF_ADM,SNF_LOS,SNF_PayperStay,N_CAH,N_FQHC,N_RHC,N_ETA,N_Hosp,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,Perc_Dual,Perc_CovDiag,Perc_CovEpisode,Perc_LTI,CAHPS_1,CAHPS_2,CAHPS_3,CAHPS_4,CAHPS_5,CAHPS_6,CAHPS_7,CAHPS_11,CAHPS_9,CAHPS_8,Measure_479,Measure_MCC1,QualityID_318,QualityID_110,QualityID_226,QualityID_134_WI,QualityID_134_eCQM-CQM,QualityID_113,QualityID_112,QualityID_438,QualityID_370,QualityID_001_WI,QualityID_001_eCQM-CQM,QualityID_236_WI,QualityID_236_eCQM-CQM
A4613,NH-Cares ACO LLC,NH,Re-entering,3,43647,43647,0,0,0,0,0,1,0,0,0,0,One-Sided,Retrospective,0,0,0,20480,0.0345,0.025,7443191,7443191,,2917731,1,1,1,0,0,0,0.8755,0,1,10775,10616,215852905,208409714,,,0.4,0.4,0,High Revenue,85159,10156,17871,9218,89451,10382,18438,9561,87107,11308,19212,9792,101756,11410,15470,9730,10403,0.999,0.886,0.949,0.915,0.956,0.888,0.99,0.929,0.989,0.894,1,0.932,1.022,0.852,0.93,0.915,67,2726,764,19013,20033,65,2136,679,17153,2681,9579,5920,2300,11371,9109,19583,60,55,14,10,758,2960,2493,35,346,118,288,426,3281,2755,128,605,252,224,201,1,15,7,707,150,752,228,9103,2418,3706,2302,677,30,24,13585,2,4,3,0,3,7,353,709,289,163,0,0.0872,0.0429,0.0116,0.0096,79.88,91.57,90.03,72.38,62.67,60.6,74.79,18.79,90.94,82.69,0.1556,34.69,85.77,77.93,69.77,75.1,-,78.41,74.86,83.94,1.45,11.67,-,72.8,-
A3299,CA MSSP Santa Barbara,CA,Renewal,2,42736,43647,0,0,0,0,0,0,0,0,1,0,Two-Sided,Retrospective,0,0,1,18558,0.0189,0.02,4073924,0,,0,1,1,1,0,0,0,0.9838,0,0,11844,10924,215293830,211219907,,,0.5,0.5,1,Low Revenue,81671,11453,13661,9443,81471,12548,14158,9474,85232,12754,14639,10248,110241,12825,15736,10901,11619,0.981,1.016,0.868,0.943,0.936,0.985,0.923,0.943,0.964,0.992,0.922,0.94,1.043,1.011,0.907,0.941,76,1023,937,15371,18178,63,794,1084,16237,1275,9561,5591,2131,10409,8149,16510,226,267,533,52,970,2927,2672,6,258,17,314,634,2040,5206,72,538,255,173,163,0,9,2,465,112,781,351,9687,3336,5544,794,14,32,26,18515,0,0,0,0,0,0,107,148,22,39,0,0.087,0.0287,0.0065,0.0051,81.36,92.97,93.07,76.21,57.7,57.06,76.62,22.98,89.25,83.48,0.1398,28.64,85.53,83.77,87.5,77.44,-,81.9,84.14,84.49,14.29,13.53,-,60.07,-
A2148,"Georgia Physicians for Accountable Care, LLC",GA,Renewal,3,41640,43831,0,0,0,0,0,0,0,0,1,0,Two-Sided,Retrospective,0,0,0,25050,0.0281,0.01,7045370,7045370,,3452231,1,1,1,0,0,0,0.9429,0,1,10335,10964,251167381,244122011,,,0.5,0.5,1,Low Revenue,75389,8400,13809,8683,83642,9859,15973,9154,79055,9428,16391,9583,81311,8426,16383,9046,10045,0.959,0.931,0.953,0.979,0.978,0.941,0.961,0.991,0.943,0.943,0.951,1.003,0.95,0.892,0.924,0.99,355,3353,1677,22861,24302,236,2398,1191,20477,3205,11913,7291,2641,14165,10885,20199,4156,104,152,8,431,2391,2011,56,303,54,305,492,1841,4359,204,441,322,242,220,2,16,5,572,179,654,244,13098,6243,4642,2185,27,37,29,13612,0,0,0,0,0,0,187,94,166,44,0,0.0869,0.0932,0.0232,0.0199,86.44,93.47,92.62,82.06,62.54,63.02,68.81,29.07,92.45,86.26,0.1553,32.1,85.09,79.94,82.61,74.09,-,78.49,79.4,87.88,20,6.64,-,72.22,-
A3716,"CHSPSC ACO 9, LLC","IN, MI",Initial,1,43101,43101,1,0,0,0,0,0,0,0,0,0,One-Sided,Retrospective,0,0,0,10619,0.0035,0.0296,385165,0,,0,1,1,1,0,0,0,0.8992,0,,10513,10136,108518530,108133365,,,0.5,0.5,0,High Revenue,79691,8340,18648,8812,74445,9760,18578,8996,70506,9274,15975,9157,92734,8818,20346,9706,10476,0.956,0.893,1.024,0.977,0.987,0.963,1.075,0.999,1.009,0.932,0.945,1.002,0.928,0.88,0.932,0.967,74,1511,858,9840,10322,52,826,412,9032,1140,5280,3103,1096,6060,4559,10159,120,35,34,5,266,2812,2552,26,215,22,179,583,3258,3169,91,353,254,262,247,2,11,3,629,204,843,256,9588,3233,4588,1581,186,42,30,14182,0,0,1,0,3,4,70,107,56,8,1,0.0865,0.0712,0.0202,0.0128,85.86,94.03,93.12,81.02,55.51,66.06,70.06,26.42,93.18,84.72,0.1532,36.39,94.33,81.12,72.88,53.97,-,73.26,74.29,88.56,0,11.33,-,70.02,-
A3388,"Maury Regional Health Network, LLC",TN,Renewal,2,42736,43831,0,0,0,0,0,1,0,0,0,0,One-Sided,Prospective,0,0,0,6418,0.0282,0.0352,1971221,0,,0,1,1,1,0,0,0,0.7904,0,1,11232,10960,69807164,67835943,,,0.4,0.4,0,High Revenue,71177,9852,18825,9991,72017,9606,19192,9544,82175,10808,21455,10176,81505,10489,22692,9757,10914,1.066,1.06,1.044,1.035,1.068,1.048,1.08,1.037,0.925,1.021,1.084,1.006,0.951,1.032,1.09,1.007,17,697,431,6169,6215,42,532,293,5348,573,2999,2040,806,3712,2706,6020,310,6,14,2,66,2433,2235,39,113,63,524,1084,3019,2801,91,780,388,268,256,1,6,6,622,203,851,214,9704,1028,3514,2306,2856,74,33,15653,0,5,0,0,1,1,100,80,81,19,1,0.0863,0.1011,0.0254,0.0218,87.78,96.59,95.26,86.71,52.84,63.03,65.91,23.32,94.43,91.9,0.1592,36.48,92.34,79.04,70.97,95.18,-,66.8,75.81,83.84,4.55,12,-,74.31,-
A2187,CaroMont ACO,"NC, SC",Renewal,3,41640,43831,0,0,0,0,0,0,0,0,1,0,Two-Sided,Prospective,0,0,1,6794,-0.0032,0.0344,-230794,0,,0,1,1,1,0,0,0,0.9587,0,1,10991,11021,72224005,72454799,,,0.5,0.5,1,Low Revenue,84434,9140,14724,9321,104939,8752,14472,10180,98034,9465,14391,10349,63471,9797,15361,10810,11027,1.058,0.992,0.985,1.009,1.114,0.976,0.961,1.025,1.009,0.974,0.924,1.073,1.054,1.05,1.151,1.139,18,840,335,5419,6571,16,687,279,5589,723,3026,2176,869,3872,2922,6205,404,33,29,6,117,3377,2989,99,294,44,413,639,2231,3472,123,763,330,330,312,2,15,3,681,270,610,202,10172,3148,4270,2726,29,58,23,11237,0,0,0,0,0,0,142,194,115,69,0,0.0863,0.0739,0.0244,0.0081,86.55,93.66,92.62,85.01,66.08,64.33,70.44,33.2,93.47,88.4,0.1575,40.34,98.85,92.13,96.67,90.26,-,85.98,85.38,86.11,11.76,6.95,-,80.55,-
A2975,"Baptist Health Care Partners, LLC","KY, IN, IL",Renewal,2,42370,43647,0,0,0,0,0,1,0,0,0,0,One-Sided,Retrospective,0,0,0,57346,0.0248,0.0205,14058841,14058841,,5511066,1,1,1,0,0,0,0.9766,0,1,10182,9680,567657441,553598600,,,0.4,0.4,0,High Revenue,74038,8142,12981,8108,78838,8903,15299,8664,77599,8933,15118,8877,77446,9467,17189,9330,9930,1.046,0.896,0.915,0.977,1.023,0.901,0.926,0.983,1.042,0.909,0.95,0.987,1,0.927,0.978,1.002,257,7926,3282,44965,55750,215,5182,2302,48051,6886,28681,15995,5784,32144,25202,53582,2051,227,95,14,1377,2462,2140,47,258,40,135,560,3053,3132,112,379,341,242,222,2,14,4,605,171,886,241,9977,2517,4176,2274,1010,45,26,12811,0,54,24,0,9,16,495,903,741,211,7,0.086,0.0783,0.0202,0.0127,84.04,95.79,94.13,79.18,60.18,64.16,72.23,25.27,92.93,87.43,0.1485,33.57,92.44,82.77,96.15,84.38,-,80.52,84.97,85.77,32.5,9.44,-,67.87,-
A3596,"Genovista Health, LLC",TX,Initial,1,43101,43101,0,0,0,1,0,0,0,0,0,0,Two-Sided,Prospective,0,0,1,5454,0.0847,0.02,5977438,5977438,,2928944,1,1,1,0,0,0,0.8593,0,,13280,12655,70569992,64592554,,,0.5,0.5,1,Low Revenue,93932,12620,18953,10912,97598,12959,20652,11563,97847,12500,18297,11022,95922,9871,16278,11553,12155,1.09,1.17,1.051,1.035,1.049,1.123,0.98,1.059,1.046,1.055,0.968,1.049,1.017,0.952,0.875,1.064,43,662,450,4751,5314,27,365,326,4597,386,2686,1769,613,3222,2232,4405,463,274,96,7,209,3372,2423,91,789,35,492,607,1837,4801,112,977,278,301,243,4,39,5,621,209,797,311,11638,4622,5357,1617,42,48,28,14329,0,0,0,0,0,0,88,2,45,23,0,0.0854,0.0911,0.0248,0.0095,87.06,94.06,91.36,83.27,63.96,66.84,71.42,26.44,91.24,87.54,0.1706,34.89,88.67,76.79,71.11,45.61,-,59.8,64.25,88.14,9.43,10.33,-,72.09,-
A4776,AR MSSP 2022,"WV, VA, OH",Re-entering,1,43831,43831,0,0,0,0,0,1,0,0,0,0,One-Sided,Retrospective,0,0,0,4563,0.0453,0.0414,1956090,1956090,,766787,1,1,1,0,0,0,0.761,0,1,9762,9859,43171487,41215397,,,0.4,0.4,0,Low Revenue,97720,8766,13907,8527,101767,9345,16272,8500,75648,8220,12964,8921,97335,9103,13740,8602,9320,1.069,1.008,0.98,1.015,1.035,0.957,0.977,1.002,1.062,0.896,1.029,1.033,1.147,0.912,0.993,1.045,44,901,285,5480,4422,24,478,151,3769,631,2313,1203,416,2434,2129,4348,127,8,1,1,78,2854,2476,40,321,28,190,463,2488,2724,157,424,291,279,259,1,16,4,638,208,633,212,10058,4175,3148,1653,1083,34,29,13528,0,0,1,0,0,0,17,3,14,12,0,0.0852,0.0693,0.0232,0.0026,91.78,94.58,92.93,81.77,57.18,54.23,73.16,23.4,92.31,86.68,0.171,37.6,71.91,80.33,32.14,59.11,-,59.26,57.45,81.68,12.5,18.12,-,66.67,-
A3919,Bridges Health Partners Accountable Care Organization,PA,Initial,1,43101,43101,0,0,0,1,0,0,0,0,0,0,Two-Sided,Prospective,0,0,1,29583,0.0964,0.02,29501736,29501736,,14455851,1,1,1,0,0,0,0.86,0,,10636,10378,305984419,276482683,,,0.5,0.5,0,High Revenue,83853,9246,16939,9787,84313,8773,15088,9741,90540,9248,15648,9564,88514,9212,17419,8975,9610,1.118,0.981,1.129,1.136,1.094,1.008,1.127,1.112,1.158,1.015,1.092,1.09,1.019,0.976,1.089,1.029,129,4148,1704,20471,28770,102,2727,1125,24816,2926,16117,6716,3824,16666,12917,28500,337,62,15,6,663,2523,2217,56,222,52,416,523,2513,2972,126,545,264,271,253,2,12,5,629,198,794,200,9048,3399,3675,1613,362,59,20,9418,0,48,2,0,8,10,531,902,387,303,1,0.0848,0.0796,0.024,0.0263,86.41,93.92,91.33,77.51,63.59,59.38,75.02,20.91,93.23,84.86,0.1561,35.83,67.74,78.83,61.11,50.83,-,81.01,76.4,77.02,4.76,18.72,-,77.7,-
A2251,Silver State ACO LLC,NV,Renewal,3,41640,43831,0,0,0,0,0,0,0,0,0,1,Two-Sided,Retrospective,0,0,1,44733,0.0719,0.0225,33782285,33782285,,24829979,1,1,1,0,0,0,0.9134,0,1,10752,10761,469561842,435779557,,,0.75,0.75,0,Low Revenue,90189,9740,12477,9160,86707,10570,12869,9294,96268,10317,13341,9720,77395,10866,12656,9347,9978,0.968,0.913,0.825,0.93,1.002,0.917,0.799,0.937,0.981,0.928,0.778,0.939,0.946,0.945,0.825,0.928,156,3980,3006,38260,43674,225,2866,2379,38203,4162,23686,13321,3564,24780,19953,37910,1980,1449,1099,156,2139,2850,2415,68,337,65,166,332,1871,4074,93,567,281,227,203,2,15,6,561,168,579,291,10370,3798,4723,1648,201,25,23,14056,0,20,0,0,1,0,380,254,213,127,1,0.0848,0.0497,0.0189,0.0013,73.69,89.93,89.12,70.67,59.99,61.38,72.84,16.31,87.92,79.44,0.1622,31.56,92.64,78.85,86.05,80.32,-,74.36,75.89,86.36,27.66,10.86,-,86,-
A4563,"Connected Care of Southeastern Massachusetts, Inc.",MA,Re-entering,1,43647,43647,0,0,0,0,0,0,0,0,1,0,Two-Sided,Prospective,0,0,1,17164,-0.0135,0,-2906806,-2906806,-872042,0,1,1,1,0,0,0,0.9117,0,1,12827,12305,215538116,218444922,,,0.5,0.5,1,Low Revenue,117073,11138,20630,10761,110502,11168,23821,11151,112350,11297,23512,11455,144477,11340,22395,12126,13000,1.159,0.967,1.178,1.056,1.053,1.019,1.177,1.026,1.015,0.969,1.143,1.033,1.126,0.937,1.107,1.045,55,1141,492,14149,16804,60,1014,733,14997,1072,7600,6260,2232,10181,6983,16425,139,58,25,3,514,4018,3675,61,250,85,364,1004,2952,3782,141,935,251,331,315,2,10,4,571,275,918,271,10549,3370,4882,2285,12,79,21,12852,0,0,0,0,0,0,163,660,145,161,0,0.0845,0.0491,0.0167,0.0111,84.68,94.42,92.47,76.86,64.51,60.75,74.37,21.46,95.28,87.64,0.1716,48.22,94.51,84.46,88.89,60.15,-,81.82,81.32,89.82,11.36,12.06,-,76.74,-
A3762,"Accountable Care Coalition of Alabama, LLC",AL,Initial,1,43101,43101,1,0,0,0,0,0,0,0,0,0,One-Sided,Retrospective,0,0,0,18584,0.0551,0.0256,9928041,9928041,,4864740,1,1,1,0,0,0,0.9096,0,,9953,9184,180049888,170121848,,,0.5,0.5,0,Low Revenue,70302,7809,12934,8181,70938,8169,12707,7940,65827,8051,13681,8443,70005,8483,14523,8912,9404,0.991,0.943,0.99,1.009,1.013,0.94,0.963,0.997,0.967,0.933,0.898,0.991,0.985,0.901,0.895,1.011,167,3113,1469,14321,18090,88,1881,777,15345,2363,8244,5799,2178,10630,7954,15235,2979,72,27,11,260,2291,1981,43,222,50,338,337,1891,3747,113,520,364,251,231,1,14,5,514,190,633,285,10556,4703,4515,1307,31,33,23,9494,0,0,0,0,0,0,142,38,89,17,0,0.0845,0.0795,0.0188,0.0089,89.6,93.55,92.54,82.01,54.61,61.82,71.2,24.79,92.96,86.52,0.1526,33.05,83.11,75.87,81.63,67.12,-,72.67,68.14,88.67,7.69,12.07,-,70.67,-
A4558,"ACO Clinical Partners, LLC","NC, LA, SC",Initial,1,43647,43647,0,0,0,0,0,1,0,0,0,0,One-Sided,Retrospective,0,0,0,17809,0.1183,0.0259,23184610,23184610,,9088367,1,1,1,0,0,0,1,0,0,11299,13950,196021104,172836494,,,0.4,0.4,0,Low Revenue,84822,13922,20740,12338,81768,16040,21648,12942,74768,16085,23027,8854,76130,14400,22963,8581,9963,1.044,1.315,1.163,1.203,1.044,1.442,1.152,1.16,1.007,1.324,1.13,0.962,1.012,1.264,1.088,1.083,107,1169,1275,4460,17348,72,1027,915,15334,1566,9293,5281,1669,10540,7269,14781,2196,109,91,8,624,2293,1787,111,307,106,266,547,2321,3929,83,420,306,224,197,3,15,9,533,167,672,255,12042,5234,5079,1717,13,39,33,14075,0,0,0,0,0,0,215,536,88,16,1,0.0844,0.0577,0.0118,0.0327,86.22,95.44,95.35,82.8,71.45,63.26,75.29,29.35,93.97,90.73,0.1526,31.82,92.17,91.01,77.14,84.14,-,86.85,84.89,84.14,16.07,10.86,-,75.09,-
A2833,"Integrated Health Collaborative, LLC",OH,Renewal,2,42370,43647,0,0,0,0,0,1,0,0,0,0,One-Sided,Prospective,0,0,0,10274,0.0298,0.0298,2935188,0,,0,1,1,1,0,0,0,1,0,1,9887,10140,98408857,95473669,,,0.4,0.4,0,Low Revenue,81562,8522,16152,8891,78237,8965,15415,9107,72389,9530,16419,9154,87330,8450,15910,8999,9592,1.032,1.048,1.154,1.091,1.09,1.003,1.144,1.063,1.034,0.975,1.127,1.065,1.036,0.974,1.091,1.036,56,1307,653,9336,9953,46,809,399,8699,861,5037,2877,1499,5785,4489,9544,310,28,9,2,381,2223,1845,80,268,52,454,814,2543,3037,125,376,252,240,218,3,14,5,583,171,648,169,10224,3616,4029,2334,245,74,27,12075,0,0,2,0,0,0,138,319,162,46,12,0.084,0.0898,0.0301,0.0324,85.08,92.57,91.07,76.12,60.58,62.73,71.72,24.42,91.12,84.37,0.1357,33.48,96.98,90.2,93.33,91.39,-,83,82.01,84.7,27.08,6.93,-,90.15,-
A3053,eBrightHealth ACO,"DE, MD, PA",Renewal,2,42370,43647,0,0,0,0,0,0,1,0,0,0,Two-Sided,Prospective,0,0,1,40197,0.0156,0,7032030,7032030,,3445695,1,1,1,0,0,0,0.831,0,1,11483,11095,451388868,444356838,,,0.5,0.5,1,High Revenue,88578,12031,16769,9498,93337,11210,15117,9824,102983,11654,15302,10136,79541,12453,16934,10704,11305,1.05,1.106,1.003,1.012,1.095,1.068,0.926,1,1.085,1.021,0.959,1,0.964,1.047,0.986,1.012,142,3754,1661,26779,39308,110,3198,1674,34326,3402,20068,12719,4008,23379,16818,33737,4464,329,242,14,1411,2993,2543,17,401,60,478,580,2794,3911,109,464,318,248,222,0,20,5,583,191,751,271,10515,3282,5119,2006,108,39,29,14970,0,12,0,0,5,6,584,911,555,371,25,0.0836,0.0602,0.0189,0.0066,80.23,91.33,90.53,68.93,72.72,61.88,72.75,25.33,89.39,83.81,0.1525,37.75,95.44,89.59,96.15,89.02,-,84.06,86.52,93.28,17.54,9.68,-,73.06,-
A4588,"McAuley Health Partners ACO, LLC",MI,Re-entering,3,43647,43647,0,0,0,0,0,0,0,0,0,1,Two-Sided,Retrospective,0,0,1,23918,-0.0221,0.01,-4907156,-4907156,-1962863,0,1,1,1,0,0,0,0.8691,0,1,9535,9590,222341302,227248459,,,0.75,0.75,0,High Revenue,73913,9359,13082,8544,77019,9088,14402,8684,77788,9326,13344,8871,74953,9674,12314,9408,9745,1.035,0.975,0.92,0.99,1.033,0.988,0.96,1.002,1.004,0.952,0.936,0.99,0.986,0.904,0.894,0.942,103,3316,1042,20582,23319,74,2473,806,19965,3306,11956,6421,2235,13934,9984,21407,1239,229,64,13,966,2542,2320,42,127,70,144,404,3144,2761,91,385,266,248,234,1,6,7,616,194,885,229,8345,3235,3528,1453,128,37,23,11256,0,5,0,0,1,2,431,862,173,312,0,0.0835,0.0578,0.0167,0.0021,83.05,93.73,91.65,78.86,64.18,64.54,72.08,17.27,90.61,84.9,0.1545,38.33,93.46,80.75,70.27,73.47,-,78.47,74.35,75.11,3.45,10.47,-,70.22,-
A4754,"CareAllies Accountable Care Collaborative, LLC","TN, AL",Initial,1,43831,43831,0,0,0,0,0,1,0,0,0,0,One-Sided,Prospective,0,0,0,9334,-0.0039,0.0307,-379200,0,,0,1,1,1,0,0,0,0.8654,0,1,10882,11166,98364545,98743745,,,0.4,0.4,0,Low Revenue,79719,8733,14816,9106,83971,7852,15139,9340,87804,8745,15506,10204,75372,9691,16561,10048,10924,1.012,0.992,1.025,1.092,1.002,0.952,0.988,1.09,1.025,0.975,0.99,1.092,0.951,1,0.991,1.063,88,1245,615,8822,9039,83,817,433,7706,897,4465,2901,1071,5446,3888,7998,1161,44,8,4,119,2993,2609,87,282,67,483,548,1906,4122,180,725,320,313,288,3,16,7,607,233,777,276,10999,5327,3907,1577,187,50,25,10858,0,0,1,0,0,0,60,15,67,27,0,0.0832,0.0981,0.0296,0.0106,87.63,93.03,93.3,83.79,57.96,60.01,71.98,29.09,93.2,85.79,0.1622,39.86,86.74,77.35,77.36,73.22,-,75.37,71.69,88.05,7.69,12.95,-,74.16,-
A4799,"Genesis Accountable Care Organization, LLC.","IA, IL",Re-entering,2,43831,43831,0,0,0,0,0,0,0,0,0,1,Two-Sided,Prospective,0,0,1,15101,0.0425,0.02,6234491,6234491,,4582351,1,1,1,0,0,0,0.9296,0,1,9956,10014,146818704,140584213,,,0.75,0.75,0,High Revenue,75515,9767,12995,8562,92318,9474,14053,8909,92238,9392,13617,9011,70355,9657,11906,9026,9534,1.027,1.037,0.984,0.986,1.028,1.041,0.944,0.984,1.062,1.028,0.963,0.986,0.993,1.04,0.917,0.997,75,1584,805,14190,14746,87,1023,518,13118,1105,7619,4559,1818,8410,6691,14121,393,61,100,3,423,2330,2041,84,215,27,250,534,2721,3161,101,400,284,218,202,3,12,1,594,159,763,231,9641,3852,3691,1845,253,52,22,10862,2,12,1,0,2,4,172,263,152,58,0,0.0828,0.0561,0.0168,0.0132,87.88,95.31,91.78,79.36,61.5,57.66,71.92,25.86,92.64,85.95,0.1509,31.82,61.29,82.66,74.07,83.47,-,79.84,87.9,84.91,12.07,18.47,-,76.61,-
A4733,UHA ACO LLC,CA,Initial,1,43647,43647,0,0,0,0,0,0,0,0,1,0,Two-Sided,Retrospective,0,0,1,23135,0.0862,0.005,27795783,27795783,,13619933,1,1,1,0,0,0,0.9934,0,0,14213,12686,322560781,294764998,,,0.5,0.5,1,Low Revenue,117670,12226,15032,10240,103232,12692,17187,11918,128581,13326,16883,11811,103678,13020,17394,12130,12988,1.006,0.902,0.836,0.899,0.984,0.947,0.949,0.959,1.058,0.934,0.934,0.96,0.977,1.011,0.946,0.964,104,1258,1355,20465,22695,124,1042,1373,20156,1588,10896,7674,2977,13247,9888,17347,985,1875,396,21,2511,3479,3225,13,249,44,301,911,3059,4646,93,816,244,186,177,0,6,2,471,144,551,324,10202,3293,6215,678,16,38,28,23486,0,0,0,0,0,0,165,227,32,58,0,0.0828,0.0258,0.0061,0.0017,80.03,93.38,91.65,76.35,62.07,58.49,71.68,19.52,91.36,84.37,0.147,28.87,87.36,94.58,100,89.83,-,82.33,86.35,88.2,9.76,7.64,-,69.69,-
A1041,"West Florida ACO, LLC",FL,Renewal,3,41000,43647,0,0,0,0,0,0,0,0,0,1,Two-Sided,Retrospective,0,0,1,16941,0.0777,0.02,16121349,16121349,,11849191,1,1,1,0,0,0,0.9443,0,1,12573,12284,207460237,191338889,,,0.75,0.75,0,Low Revenue,92602,10800,17590,10207,80578,10938,17396,10324,94012,10992,17412,10667,83283,10721,17084,10864,11596,1.072,1.166,1.161,1.187,1.079,1.103,1.137,1.183,1.053,1.108,1.127,1.213,1.088,1.116,1.139,1.255,112,1799,1017,16155,16500,102,1138,786,14474,1525,7518,5593,2305,9604,7337,15119,709,285,175,8,645,3017,2608,84,347,22,241,640,1545,5365,95,605,349,305,282,2,17,4,568,248,799,291,13186,5642,6118,1397,29,55,23,11087,0,0,0,0,0,0,165,7,74,43,0,0.0825,0.0576,0.0172,0.0106,86.7,94.47,92.27,79.08,67.74,63.31,73.1,26.54,91.45,86.23,0.1606,32.46,88.83,78.45,96.08,84.65,-,80.39,73.21,89.87,33.33,8.85,-,82.63,-
A3289,OSF Healthcare System,"IL, MI",Renewal,2,42736,43831,0,0,0,0,0,0,0,0,0,1,Two-Sided,Retrospective,0,0,1,44474,0.0637,0.01,28056025,28056025,,20621179,1,1,1,0,0,0,0.9096,0,1,10180,10003,440521676,412465650,,,0.75,0.75,0,High Revenue,84479,9900,16243,8576,88828,9948,16701,8911,80350,10293,16816,9184,77816,10596,17145,8787,9532,1.011,0.978,1.022,0.968,1.003,1.009,1.071,0.974,1.007,0.994,1.047,0.964,0.947,1,1.075,0.982,113,5676,2312,40017,43272,164,3774,1687,37647,5125,21724,12717,4908,24360,20114,41363,1599,173,152,41,1146,2649,2458,24,156,30,173,609,2617,2865,121,385,346,262,251,1,7,3,623,186,704,225,8309,2308,3349,2201,451,46,26,13486,4,0,6,0,8,14,617,1490,752,233,43,0.0824,0.0643,0.0192,0.0092,84.56,94.45,92.53,80.29,62.62,58.21,75.38,26.26,94.23,86.98,0.1682,40.15,98.58,97.63,88.1,81.43,-,80.19,80.62,85.77,17.14,9.51,-,74.51,-
